"","...1","...2","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license","days_since_last_review","...22","dist_from_subway_in_miles","dist_from_airport_in_miles"
"5492",5492,5492,6.51462e+17,"Lovely one bedroom for young professionals",87150307,"Luizilda",NA,"Brightwood Park, Crestwood, Petworth",38.95813,-77.03117,"Entire home/apt",100,30,1,"8/15/2022",0.94,3,349,1,"Exempt",65,NA,1.42765811062577,7.32474455631882
"5493",5493,5493,6.5749e+17,"99-Walk score in Adams Morgan! Steps to 18th&U!",208752845,"Janine",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9207503,-77.0387185,"Entire home/apt",159,2,14,"9/11/2022",5.68,2,326,14,"Hosted License: 5007242201001949",38,NA,0.594110551853436,4.7371990412522
"5494",5494,5494,6.41216e+17,"NoMa 1 bedroom w/ upscale amenities | Gym + Desk",30283594,"Global Luxury Suites",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90852,-77.00603,"Entire home/apt",220,2,1,"7/17/2022",0.49,29,362,1,"Hosted License: 2200553000000000",94,NA,0.193948008337681,4.25967102207817
"5495",5495,5495,6.58025e+17,"☀️Modern Bright Townhome | Remodeled | Free Parking",210785866,"Andrew",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9215255,-77.00200854,"Entire home/apt",200,2,9,"8/27/2022",3.91,2,12,9,"Unhosted License: 5007262201001066",53,NA,0.332890060887332,5.1715130087795
"5496",5496,5496,6.5154e+17,"Cheerful 4-Bedroom Townhome w Off Street Parking",209151231,"Michelle",NA,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89603,-76.931,"Entire home/apt",160,31,0,NA,NA,3,116,0,NA,-1,NA,0.532026654740393,6.56705883402135
"5497",5497,5497,6.58597e+17,"Private room close to Downtown",466374892,"Claudine",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9080461,-76.9842285,"Private room",51,1,1,"7/12/2022",0.46,1,347,1,"Exempt",99,NA,1.02858557375985,4.83989140324231
"5498",5498,5498,6.52037e+17,"Modern 2br 1ba Unit #1 Apt in Historic District",464867971,"Cisse",NA,"Historic Anacostia",38.86438,-76.98278,"Entire home/apt",131,2,4,"8/28/2022",2.22,2,338,4,"Hosted License: 5007242201002031",52,NA,0.694418639169228,3.11588875424128
"5499",5499,5499,6.58692e+17,"Cozy Suite in the heart of Georgetown",48253186,"Fabio",NA,"Georgetown, Burleith/Hillandale",38.90643197,-77.05817062,"Private room",137,1,10,"9/11/2022",4.84,2,59,10,"Hosted License: 5007242201002029",38,NA,0.584568481697998,3.91202068930612
"5500",5500,5500,6.5225e+17,"Quiet 1 bedroom with garden area to relax",958586,"M",NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96789106,-77.01060259,"Private room",48,31,0,NA,NA,1,364,0,NA,-1,NA,0.700631491225422,8.12538794974314
"5501",5501,5501,6.52921e+17,"Modern one-bedroom apartment with shared backyard",16129722,"Ilana",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90845647,-77.01124409,"Entire home/apt",145,1,6,"9/4/2022",2.47,1,265,6,"Hosted License: 5007242201001942
Unhosted License: 5007262201001943",45,NA,0.459639316669723,4.14816442855627
"5502",5502,5502,6.41347e+17,"Spacious, minimalist and convenient 2BR apartment",209529,"Cristina",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93060799,-77.02876695,"Entire home/apt",250,2,3,"8/15/2022",2.09,1,151,3,"Unhosted License: 5007262201002123",65,NA,0.28123002329254,5.4389502538117
"5503",5503,5503,6.41542e+17,"Exquisite+Stylish 3-Bdrm House with Free Parking",24936720,"Nikki",NA,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.85199,-76.96875,"Entire home/apt",209,2,3,"8/18/2022",1.64,4,156,3,"Exempt",62,NA,0.683299456809327,3.76451385147353
"5504",5504,5504,6.421e+17,"Modern 2 bed 2 bath unit in hip DC neighborhood",15582957,"Cheri And Cliff",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91571789,-77.01052342,"Entire home/apt",201,2,22,"9/4/2022",6.6,2,164,22,"Hosted License: 5007242201000846",45,NA,0.640730419099799,4.63359353876754
"5505",5505,5505,6.58748e+17,"Adorable Studio in a Prime Location + Parking",466427054,"Kelli",NA,"Capitol Hill, Lincoln Park",38.8888878,-76.995571,"Entire home/apt",176,2,13,"9/1/2022",5.34,1,155,13,"Hosted License: 5007242201001603
Unhosted License: 5007262201001604",48,NA,0.294731854576893,3.42543844169503
"5506",5506,5506,6.42629e+17,"Quiet Escape in the Heart of the City - Street Par",46630199,"Home Sweet City",NA,"Capitol Hill, Lincoln Park",38.88601,-76.99812,"Entire home/apt",103,2,11,"9/6/2022",3.47,79,122,11,"Hosted License: 5007242201001625",43,NA,0.149739022827981,3.1849841766759
"5507",5507,5507,6.52973e+17,"Private bedroom and bathroom in charming townhome",36754485,"Eleni",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92965213,-77.02411107,"Private room",69,31,0,NA,NA,1,256,0,NA,-1,NA,0.477558247847492,5.40226747063226
"5508",5508,5508,6.58812e+17,"Cheerful 1 bedroom in SE DC!",401132548,"Dr. Eugene",NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.8715335,-76.97520105,"Private room",75,2,2,"8/31/2022",2,2,365,2,"Hosted License: 5007242201000277",49,NA,0.876069170118072,3.66629114194167
"5509",5509,5509,6.53295e+17,"Foggy Bottom 1BR w/ Den, Pool & Gym, nr GWU",107434423,"Blueground",NA,"West End, Foggy Bottom, GWU",38.905065,-77.051708,"Entire home/apt",212,32,0,NA,NA,235,225,0,NA,-1,NA,0.31072622892962,3.733793973993
"5510",5510,5510,6.53424e+17,"Pet-Friendly 2BR Apartment in Washington, D.C.",48005494,NA,NA,"Capitol Hill, Lincoln Park",38.88850711,-76.99555754,"Entire home/apt",147,31,0,NA,NA,157,347,0,NA,-1,NA,0.268622501640442,3.40651531178165
"5511",5511,5511,6.42896e+17,"Master bedroom in historic rowhouse near monuments",5059,"Vasa",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91282,-77.00855,"Private room",73,2,1,"7/15/2022",0.48,4,339,1,"Hosted License: 5007242201001033",96,NA,0.501014741589248,4.48174696434856
"5512",5512,5512,6.58824e+17,"LUXURY 2 Bedroom Sophisticated Apt in DC",148130914,"Christian",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90761279,-76.98985617,"Entire home/apt",180,3,7,"8/21/2022",2.92,3,62,7,"Hosted License: 5007242201001937",59,NA,0.720041213821585,4.63626414930132
"5513",5513,5513,6.43267e+17,"Lovely 1-bedroom rental with Pool",24936720,"Nikki",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91749,-77.02409,"Entire home/apt",139,2,1,"7/31/2022",0.64,4,32,1,"Exempt",80,NA,0.189008728067689,4.57266825394547
"5514",5514,5514,6.43334e+17,"Newly remodeled English basement + parking/metro!",36312048,"Damali",NA,"Mayfair, Hillbrook, Mahaning Heights",38.89876,-76.94002,"Entire home/apt",77,1,5,"8/27/2022",2.59,1,317,5,"Hosted License: 5007242201001808",53,NA,0.368703901502353,6.22961300529633
"5515",5515,5515,6.536e+17,"DC studio apt w/ pool & beautiful outdoor space",32752472,"Ritter & Hi Uan",NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86842892,-76.95889088,"Entire home/apt",99,1,19,"9/11/2022",9.19,1,353,19,"Hosted License: 5007242201001999",38,NA,1.18993260954816,4.44788178027495
"5516",5516,5516,6.53627e+17,"White Pearl on 14th St ~ Street Parking & Easy Acc",46630199,"Home Sweet City",NA,"Brightwood Park, Crestwood, Petworth",38.95068718,-77.03432392,"Entire home/apt",92,2,8,"8/11/2022",2.89,79,109,8,"Hosted License: 5007242201001886",69,NA,1.08942010646535,6.80500805951919
"5517",5517,5517,6.58842e+17,"Carriage House Studio in the Heart of DC",26416938,"Alexander",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91579997,-77.03579256,"Entire home/apt",149,2,10,"9/14/2022",4.55,1,143,10,"Hosted License: 5007242201001988
Unhosted License: 5007262201001989",35,NA,0.460507549630513,4.39652774788971
"5518",5518,5518,6.58882e+17,"Beautiful Classic 2 bedroom DC home.",466457646,"Brim",NA,"Union Station, Stanton Park, Kingman Park",38.89757513,-76.98834509,"Entire home/apt",206,2,3,"9/4/2022",2.73,1,347,3,"Hosted License: 5007242201001289",45,NA,0.968966217776544,4.13601673022532
"5519",5519,5519,6.53829e+17,"Spacious Washington, D.C. Rowhome w/ free parking!",65476100,"Zacher",NA,"Douglas, Shipley Terrace",38.84752211,-76.98246771,"Entire home/apt",187,1,13,"9/5/2022",6.29,1,120,13,"Hosted License: 5007242201002039
Unhosted License: 5007262201002040",44,NA,0.354122657636745,3.03201795732095
"5520",5520,5520,6.43409e+17,"StayAttache and Stay Classy In Historic Gerogetown",7650266,"Stay Attache",NA,"Georgetown, Burleith/Hillandale",38.9027,-77.06245,"Entire home/apt",200,31,0,NA,NA,96,272,0,NA,-1,NA,0.654197949967316,3.74385676964176
"5521",5521,5521,6.59279e+17,"Location, Location, Location!!!",466548655,"Aminata",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91747217,-77.01007955,"Entire home/apt",80,2,1,"8/9/2022",0.79,1,346,1,"Exempt",71,NA,0.702299307375772,4.75605220204352
"5522",5522,5522,6.4342e+17,"Comfortable and Stylish Condo Close to White House",125237810,"Livia",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91348,-77.03522,"Entire home/apt",185,31,0,NA,NA,1,364,0,NA,-1,NA,0.486917734814611,4.23737884098572
"5523",5523,5523,6.54068e+17,"DC Commuter Delight East of the River",168725305,"Valerie",NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86930119,-76.974164,"Entire home/apt",83,30,1,"8/3/2022",0.7,1,331,1,"Exempt",77,NA,1.03202535420343,3.66632906884785
"5524",5524,5524,6.59345e+17,"THE DUPONT DIPLOMAT'S LODGE ✯ NEAR ADAMS MORGAN",466570996,"Natalie",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91712343,-77.04140959,"Entire home/apt",217,2,10,"9/6/2022",4.69,1,234,10,"Hosted License: 5007242201001927",43,NA,0.530162403106354,4.49119354283585
"5525",5525,5525,6.54263e+17,"Cozy 1BR Apartment in Capitol Hill",48005494,NA,NA,"Capitol Hill, Lincoln Park",38.88759045,-76.99756756,"Entire home/apt",90,31,0,NA,NA,157,273,0,NA,-1,NA,0.221402231353363,3.28597001579116
"5526",5526,5526,6.54883e+17,"Studio Apartment | Coda on Half, Placemakr",461866282,"Coda",NA,"Near Southeast, Navy Yard",38.87620128,-77.00732201,"Entire home/apt",166,1,3,"8/28/2022",3,5,179,3,"Exempt",52,NA,0.123584305590835,2.34863101977002
"5527",5527,5527,6.43592e+17,"Sojourn | Capitol Hill Home on The Park | 3 Bedroo",39930655,"Team",NA,"Capitol Hill, Lincoln Park",38.88335,-77.00257,"Entire home/apt",514,31,0,NA,NA,156,283,0,"Unhosted License: 5007262201002269",-1,NA,0.183863672986139,2.8858076266493
"5528",5528,5528,6.59366e+17,"Standard Queen Bed at Selina Union Market Washington DC",459231442,"Selina Union Market Washington DC",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9054652,-77.01580684,"Entire home/apt",197,1,259,"9/13/2022",105,3,138,259,"Exempt",36,NA,0.340372791859615,3.87131729297199
"5529",5529,5529,6.43634e+17,"Jr travelers suite",432386568,"Jamie",NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86912,-76.98249,"Private room",79,1,0,NA,NA,6,263,0,"Exempt",-1,NA,0.821467680795432,3.23499399339841
"5530",5530,5530,6.43647e+17,"Comfortable White cherry blossom suite",432386568,"Jamie",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90885162,-76.98343389,"Private room",63,7,0,NA,NA,6,331,0,"Exempt",-1,NA,1.07695927992285,4.91039252008081
"5531",5531,5531,6.54886e+17,"1 Bed Apartment with Den | Coda on Half, Placemakr",461866282,"Coda",NA,"Near Southeast, Navy Yard",38.87643015,-77.00849571,"Entire home/apt",241,1,0,NA,NA,5,190,0,"Exempt",-1,NA,0.186108896736238,2.31525037945667
"5532",5532,5532,6.5489e+17,"2 Bedroom Apartment | Coda on Half, Placemakr",461866282,"Coda",NA,"Near Southeast, Navy Yard",38.87755499,-77.00893916,"Entire home/apt",285,1,0,NA,NA,5,186,0,"Exempt",-1,NA,0.222773185583937,2.35592447350646
"5533",5533,5533,6.66212e+17,"Traveler Queen Suite 10 from Metro",390256204,"Collin",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90696582,-76.98362645,"Private room",41,1,6,"8/10/2022",2.73,11,342,6,"Exempt",70,NA,1.05904449656853,4.80079486743384
"5534",5534,5534,6.66216e+17,"Comfortable Queen Suite 15 min From Dwntwn",390256204,"Collin",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90685727,-76.98385938,"Private room",50,7,2,"8/17/2022",1.87,11,356,2,"Exempt",63,NA,1.04638215387717,4.78707069328055
"5535",5535,5535,6.59434e+17,"Sunny, Renovated 2BR with 65"" TV, Patio & Parking",49629118,"Christopher",NA,"Brightwood Park, Crestwood, Petworth",38.94884584,-77.02010609,"Entire home/apt",130,1,10,"9/7/2022",6.52,1,10,10,"Hosted License: 5007242201002110",42,NA,0.807904011367302,6.74420463972242
"5536",5536,5536,6.59684e+17,"Fort Dupont Private Suite",346661704,"Kevin",NA,"Capitol View, Marshall Heights, Benning Heights",38.8826787,-76.94133651,"Private room",70,31,0,NA,NA,3,331,0,NA,-1,NA,0.595522568357229,5.66858907386952
"5537",5537,5537,6.6622e+17,"Lovely Room 15 min from Downtown",390256204,"Collin",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90823757,-76.98315342,"Shared room",59,1,4,"8/24/2022",2.79,11,343,4,"Exempt",56,NA,1.088091162904,4.88599019117831
"5538",5538,5538,6.66437e+17,"Luxury spacious charming DC row house",468095528,"Shawn",NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86867336,-76.97312659,"Entire home/apt",193,16,0,NA,NA,1,365,0,"Hosted License: 5007242100041045",-1,NA,1.10082789577136,3.70637247177829
"5539",5539,5539,6.43661e+17,"Walk to Capitol, 6 Bed Room Classic DC Row House",459392781,"Chris",NA,"Union Station, Stanton Park, Kingman Park",38.89243,-76.99699,"Entire home/apt",381,1,1,"6/26/2022",0.37,3,15,1,"Unhosted License: 5009678237866010",115,NA,0.540885687221303,3.56142800184747
"5540",5540,5540,6.43672e+17,"Sojourn at The 13th St Flats",39930655,"Team",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91654,-77.03004,"Entire home/apt",118,31,0,NA,NA,156,289,0,NA,-1,NA,0.142525014401824,4.46597151961487
"5541",5541,5541,6.59746e+17,"✧ H St Sanctuary ✧ Capitol Hill Carriage House ✧",466672560,"Susan And Evan",NA,"Union Station, Stanton Park, Kingman Park",38.89660405,-76.99638182,"Entire home/apt",153,2,16,"9/10/2022",6.58,1,220,16,"Hosted License: 5007242201002272",39,NA,0.607879872117115,3.81029656313321
"5542",5542,5542,6.43674e+17,"Stylish & Comfy Private Basement Suite",168788228,"Jacqueline",NA,"Brightwood Park, Crestwood, Petworth",38.94131,-77.01982,"Entire home/apt",165,2,3,"7/8/2022",1.02,1,319,3,"Hosted License: 5007242201001383
Unhosted License: 5007262201001384",103,NA,0.332842772778759,6.2323990168787
"5543",5543,5543,6.66655e+17,"Entire Home in NE DC. 5 BD/3BA",322298965,"Long",NA,"Brookland, Brentwood, Langdon",38.924221,-76.97730292,"Entire home/apt",191,31,0,NA,NA,4,323,0,NA,-1,NA,1.040545534335,5.96972915675763
"5544",5544,5544,6.59965e+17,"H St 1BR w/ Pool, Gym & Concierge, next to WF",107434423,"Blueground",NA,"Union Station, Stanton Park, Kingman Park",38.9005151,-76.9973449,"Entire home/apt",155,32,0,NA,NA,235,327,0,NA,-1,NA,0.545719136616334,4.00176051338231
"5545",5545,5545,6.80235e+17,"👑Queen-sized Ensuite Bedroom❤️Shared Common Areas🏡⭐️",185885740,"Joseph",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91709555,-77.01331283,"Private room",69,31,0,NA,NA,5,249,0,NA,-1,NA,0.531622519105947,4.67814408311658
"5546",5546,5546,6.81047e+17,"Metro★50""Roku★Office★PetsOK★Parking★FASTwifi★Patio",487806,"Stay BnB DC",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91747,-77.00154,"Entire home/apt",225,1,0,NA,NA,31,62,0,"Hosted License: 5007242201000653",-1,NA,0.393868545697326,4.92364059981548
"5547",5547,5547,6.59967e+17,"Foggy Bottom 1BR w/ Den, Pool & Gym, nr GWU",107434423,"Blueground",NA,"West End, Foggy Bottom, GWU",38.905065,-77.051708,"Entire home/apt",208,32,0,NA,NA,235,251,0,NA,-1,NA,0.31072622892962,3.733793973993
"5548",5548,5548,6.66695e+17,"Cheerful 1-bedroom with parking (UP-1)",455508861,"Jiten",NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96531424,-77.00771749,"Private room",79,1,2,"8/21/2022",1.22,6,365,2,"Unhosted License: 5007262201001574",59,NA,0.937402577452881,7.98143639818188
"5549",5549,5549,6.60025e+17,"Modern Victorian House/Deck-near-National Mall",224561145,"Sofia",NA,"Shaw, Logan Circle",38.90968066,-77.02777963,"Entire home/apt",452,1,4,"9/4/2022",1.97,6,84,4,"Hosted License: 5007242201000445",45,NA,0.390298451877807,4.00979544049761
"5550",5550,5550,6.60362e+17,"Lux CoHi Cove ⋆⋆⋆⋆⋆ Walk to METRO Subway, Shopping, Howard Univ., Medstar",466834966,"Sylvester",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92851085,-77.02348615,"Entire home/apt",123,2,10,"9/4/2022",4.11,1,244,10,"Hosted License: 5007242201001972",45,NA,0.497249178303628,5.32913692403846
"5551",5551,5551,6.81047e+17,"Central Studio★Red Line Metro★Pets Okay★FAST WiFi",487806,"Stay BnB DC",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91780708,-77.00164646,"Entire home/apt",121,1,0,NA,NA,31,69,0,"Hosted License: 5007242201000653",-1,NA,0.384337793602326,4.94263870845688
"5552",5552,5552,6.60776e+17,"Lovely 1BR Apartment in Washington",48005494,NA,NA,"Capitol Hill, Lincoln Park",38.88891153,-76.9958365,"Entire home/apt",91,31,1,"8/17/2022",1,157,272,1,NA,63,NA,0.295562634674509,3.41693847133053
"5553",5553,5553,6.81091e+17,"Lovely 1 bedroom w/ balcony in the heart of NoMA",43143566,"Aviva",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91098592,-77.00335141,"Entire home/apt",145,31,0,NA,NA,2,112,0,NA,-1,NA,0.273960889824063,4.4750025329562
"5554",5554,5554,6.81137e+17,"Private Room in Central DC",464139430,"Ruth",NA,"Shaw, Logan Circle",38.90872,-77.01954,"Private room",57,31,0,NA,NA,7,338,0,NA,-1,NA,0.203688680091738,4.03060154410391
"5555",5555,5555,6.66695e+17,"Cheerful 1-bedroom with parking (Down-1)",455508861,"Jiten",NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96518,-77.00879,"Private room",60,1,7,"9/11/2022",3.13,6,360,7,"Unhosted License: 5007262201001574",38,NA,0.910554877441454,7.96055395794836
"5556",5556,5556,6.608e+17,"3bd House in LeDroit/Shaw. Walk to everything.",8499496,"Kenan",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.9172821,-77.0166047,"Entire home/apt",302,30,0,NA,NA,1,152,0,"Unhosted License: 5007262201001800",-1,NA,0.390756765292467,4.64266774085055
"5557",5557,5557,6.66763e+17,"Dcstays Heart of Georgetown 2-Bedroom Apt. King Bed",21570891,"Marsh",NA,"Georgetown, Burleith/Hillandale",38.90888166,-77.06451558,"Entire home/apt",164,1,11,"9/11/2022",5.24,11,132,11,"Exempt",38,NA,0.955808450095141,4.18262708698032
"5558",5558,5558,6.67171e+17,"Contemporary | Downtown | Views | Luxury",8139997,"Jay",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91474757,-77.02307794,"Entire home/apt",234,15,5,"9/10/2022",2.73,15,355,5,"Exempt",39,NA,0.107853289433236,4.39576009869316
"5559",5559,5559,6.81368e+17,"H street Nightlife 2 BR Luxury Apt near Downtown",472023929,"Gbenga",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90383073,-76.98029983,"Entire home/apt",77,1,8,"9/11/2022",5.33,1,316,8,"Exempt",38,NA,1.1937807989422,4.74994736729349
"5560",5560,5560,6.60927e+17,"### MAGNIFICENT 2 BED PENTHOUSE ON U ST NW ###",466975290,"Felicia",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91486113,-77.01990135,"Entire home/apt",250,1,10,"9/13/2022",4.11,1,320,10,"Hosted License: 5007242100000005
Unhosted License: 5007262101000101",36,NA,0.14524588119423,4.43818375203923
"5561",5561,5561,6.81807e+17,"❤️Fab Queen Bedroom⭐️Shared Common Areas & Bathroom🏠",185885740,"Joseph",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91659,-77.01222,"Private room",69,31,0,NA,NA,5,364,0,NA,-1,NA,0.571017372469171,4.66216827264444
"5562",5562,5562,6.611e+17,"Luxurious 3Bd Home",383928857,"Annie",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90494,-76.9889023,"Entire home/apt",250,1,1,"8/20/2022",1,2,137,1,"Hosted License: 5007242201001850",60,NA,0.784270665837073,4.51563240103688
"5563",5563,5563,6.82042e+17,"The Grey Escape: Serene, Private Apartment",139711721,"Art",NA,"Brightwood Park, Crestwood, Petworth",38.95179188,-77.02012739,"Entire home/apt",109,3,0,NA,NA,1,163,0,"Hosted License: 5007242201002253",-1,NA,0.978552398547124,6.94530906296033
"5564",5564,5564,6.61121e+17,"⭐️ Spacious 3BR/2.5BA DC Townhouse Condo | Free Parking ⭐️",3532124,"District Cottage",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92316,-77.02511,"Entire home/apt",215,3,7,"8/23/2022",3.04,4,39,7,"Hosted License: 5007242201001785",57,NA,0.443919536882872,4.95107005575579
"5565",5565,5565,6.82256e+17,"Gorgeous apartment with TRX gym - sleeps 4",10920021,"Chris",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.9179084,-77.01743067,"Entire home/apt",1000,1,0,NA,NA,2,179,0,"Hosted License: 5007242201002140
Unhosted License: 5007262201002141",-1,NA,0.391269805836081,4.67366170450355
"5566",5566,5566,6.6758e+17,"Special Guest Room in Downtown DC",464139430,"Ruth",NA,"Shaw, Logan Circle",38.9098487,-77.020258,"Private room",120,31,0,NA,NA,7,310,0,NA,-1,NA,0.25173736884217,4.09684564911723
"5567",5567,5567,6.61251e+17,"Mt Vernon 1BR w/ Pool, W/D & Gym, nr Chinatown",107434423,"Blueground",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.900777,-77.016936,"Entire home/apt",171,32,0,NA,NA,235,316,0,NA,-1,NA,0.320339623355743,3.544839908815
"5568",5568,5568,6.68113e+17,"Lovely, Studio in Adams Morgan",94530127,"Ivonne",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92558539,-77.03971741,"Entire home/apt",120,20,3,"9/6/2022",2.73,1,338,3,"Hosted License: 5007242201002060",43,NA,0.421051422165678,5.07169177623555
"5569",5569,5569,6.61414e+17,"⭐️Modern 2BR Rowhouse in Trendy Shaw/U St District⭐️",81005284,"Kelly",NA,"Shaw, Logan Circle",38.9100261,-77.0196786,"Entire home/apt",199,2,13,"9/9/2022",6.5,4,298,13,"Hosted License: 5007242201001690",40,NA,0.268041260872587,4.11619829139788
"5570",5570,5570,6.61471e+17,"DC Apartment  w/ Private Patio, 1 BD + Den & 1 BA",64532749,"Catherine",NA,"North Michigan Park, Michigan Park, University Heights",38.93932,-76.98627,"Entire home/apt",155,2,8,"8/28/2022",3.69,1,200,8,"Hosted License: 5007242201001961",52,NA,0.617209600577669,6.64099937260652
"5571",5571,5571,6.82633e+17,"⭐️ Spacious DC Shaw Retreat | Luxury In-Law Master Suite ⭐️",121342487,"Ivan",NA,"Shaw, Logan Circle",38.91158325,-77.02050043,"Entire home/apt",426,3,4,"8/27/2022",3.64,1,24,4,"Hosted License: 5007242201000518",53,NA,0.152215437268728,4.21037247508456
"5572",5572,5572,6.83269e+17,"🌼 Private English Basement in Downtown DC",99592151,"Blen",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90804107,-77.01166285,"Entire home/apt",101,2,0,NA,NA,3,322,0,"Hosted License: 5007242201001486
Unhosted License: 5007262201001487",-1,NA,0.47694183202526,4.11335030754786
"5573",5573,5573,6.61827e+17,"“THE FARMHOUSE” A COZY & VINTAGE HOME IN DC",59506316,"Andre",NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87581367,-76.97146265,"Entire home/apt",150,2,3,"8/28/2022",2.31,4,317,3,"Exempt",52,NA,0.812669355158909,3.96933349473989
"5574",5574,5574,6.68191e+17,"Luxury Magazine Ready Home in Washington DC!",16682882,"Ben",NA,"Capitol View, Marshall Heights, Benning Heights",38.88419676,-76.93014746,"Entire home/apt",458,2,7,"9/4/2022",3.5,1,342,7,"Hosted License: 5007242201001929
Unhosted License: 5007262201001930",45,NA,0.648617260618914,6.12677858706364
"5575",5575,5575,6.6228e+17,"Airy 2-bed apartment w/ full kitchen & laundry",45105443,"David",NA,"Brightwood Park, Crestwood, Petworth",38.95491945,-77.02497817,"Entire home/apt",111,2,6,"8/21/2022",2.73,1,100,6,"Hosted License: 5007242201001342",59,NA,1.20874869528621,7.12844899594646
"5576",5576,5576,6.68217e+17,"Cozy Room in Central DC",464139430,"Ruth",NA,"Shaw, Logan Circle",38.91091237,-77.02114358,"Private room",90,31,0,NA,NA,7,227,0,NA,-1,NA,0.182404512727633,4.15748519388669
"5577",5577,5577,6.83591e+17,"Cozy, Modern 1-BR ★ Great Location + free Parking!",472636668,"Phillip",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90224558,-76.98495104,"Entire home/apt",135,1,9,"9/9/2022",9,1,122,9,"Hosted License: 5007242201002027
Unhosted License: 5007262201002028",40,NA,1.04034339948301,4.50176687330286
"5578",5578,5578,6.62844e+17,"Lovely 2BD in a Quiet Neighborhood in SE DC",454194572,"Yonas",NA,"Congress Heights, Bellevue, Washington Highlands",38.84729711,-77.0034825,"Entire home/apt",114,1,12,"8/21/2022",5.22,2,355,12,"Exempt",59,NA,0.824987106038482,1.89727881256901
"5579",5579,5579,6.83615e+17,"Central DC 3-Bedroom Suite /  METRO Accessible",472641157,"Stefane",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91370646,-77.01484778,"Entire home/apt",164,3,6,"9/11/2022",4.19,1,233,6,"Exempt",38,NA,0.386118484005143,4.43013701286544
"5580",5580,5580,6.68222e+17,"Private Room in Downtown DC",464139430,"Ruth",NA,"Shaw, Logan Circle",38.9094523,-77.01925146,"Private room",90,31,1,"8/25/2022",1,7,332,1,NA,55,NA,0.253466854843611,4.08345391817606
